line_number,text,Source
907,లలిత మైన రసాల - ఫలము గోరెడి చిల్క,narasimha_satakam
908,మెసవునే భమత ను - మ్మెత్తకాయ?,narasimha_satakam
909,తే. నిలను నీకీర్తనలు పాడ - నేర్చినతడు,narasimha_satakam
910,పరులకీర్తన బాడునే - యరసి చూడ?,narasimha_satakam
911,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
912,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
913,సీ. సర్వేశ! నీపాద - సరసిజద్వయమందు,narasimha_satakam
914,జిత్త ముంపగలేను - జెదరకుండ,narasimha_satakam
915,నీవైన దయయుంచి - నిలిచి యుండెడునట్లు,narasimha_satakam
916,చేరి నన్నిపు డేలు - సేవకుడను,narasimha_satakam
917,వనజలోచన! నేను - వట్టి మూర్ఖుడ జుమ్మి,narasimha_satakam
918,నీస్వరూపము జూడ - నేర్పు వేగ,narasimha_satakam
919,తన కుమారున కుగ్గు - తల్లి వోసినయట్లు,narasimha_satakam
920,భక్తిమార్గం బను - పాలు పోసి,narasimha_satakam
921,తే. ప్రేమతో నన్ను బోషించి - పెంచుకొనుము,narasimha_satakam
922,ఘనత కెక్కించు నీదాస - గణములోన.,narasimha_satakam
923,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
924,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
925,సీ. జీమూతవర్ణ! నీ - మోముతో సరిరాక,narasimha_satakam
926,కమలారి యతికళం - కమును బడసె,narasimha_satakam
927,సొగసైన నీ నేత్ర - యుగముతో సరిరాక,narasimha_satakam
928,నళినబృందము నీళ్ల - నడుమ జేరె,narasimha_satakam
929,గరిరాజవరద! నీ - గళముతో సరిరాక,narasimha_satakam
930,పెద్దశంఖము బొబ్బ - పెట్ట బొడగె,narasimha_satakam
931,శ్రీపతి! నీదివ్య - రూపుతో సరి రాక,narasimha_satakam
932,పుష్పబాణుడు నీకు - బుత్రు డయ్యె,narasimha_satakam
933,తే. నిందిరాదేవి నిన్ను మో - హించి విడక,narasimha_satakam
934,నీకు బట్టమహిషి యయ్యె - నిశ్చయముగ.,narasimha_satakam
935,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
936,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
937,సీ. హరిదాసులను నింద - లాడకుండిన జాలు,narasimha_satakam
938,సకల గ్రంథమ్ములు - చదివినట్లు,narasimha_satakam
939,భిక్ష మియ్యంగ ద - ప్పింపకుండిన జాలు,narasimha_satakam
940,జేముట్టి దానంబు - చేసినట్లు,narasimha_satakam
941,మించి సజ్జనుల వం - చించకుండిన జాలు,narasimha_satakam
942,నింపుగా బహుమాన - మిచ్చినట్లు,narasimha_satakam
943,దేవాగ్రహారముల్ - దీయకుండిన జాలు,narasimha_satakam
944,గనకకంబపు గుళ్లు - గట్టినట్లు,narasimha_satakam
945,తే. ఒకరి వర్శాశనము ముంచ - కున్న జాలు,narasimha_satakam
946,బేరుకీర్తిగ సత్రముల్ - పెట్టినట్లు.,narasimha_satakam
947,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
948,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
949,సీ. ఇహలోకసౌఖ్యము - లిచ్చగించెద మన్న,narasimha_satakam
950,దేహ మెప్పటికి దా - స్థిరత నొంద,narasimha_satakam
951,దాయుష్య మున్న ప - ర్యంతంబు పటుతయు,narasimha_satakam
952,నొక్కతీరున నుండ - దుర్విలోన,narasimha_satakam
953,బాల్యయువత్వదు - ర్బలవార్ధకము లను,narasimha_satakam
954,మూటిలో మునిగెడి - ముఱికికొంప,narasimha_satakam
955,భ్రాంతితో దీని గా - పాడుద మనుమొన్న,narasimha_satakam
956,గాలమృత్యువుచేత - గోలుపోవు,narasimha_satakam
957,తే. నమ్మరా దయ్య! యిది మాయ - నాటకంబు,narasimha_satakam
958,జన్మ మిక నొల్ల న న్నేలు - జలజనాభ!,narasimha_satakam
959,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
960,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
961,సీ. వదనంబు నీనామ - భజన గోరుచునుండు,narasimha_satakam
962,జిహ్వ నీకీర్తనల్ - సేయ గోరు,narasimha_satakam
963,హస్తయుగ్మంబు ని - న్నర్చింప గోరును,narasimha_satakam
964,గర్ణముల్ నీ మీది - కథలు గోరు,narasimha_satakam
965,తనువు నీసేవయే - ఘనముగా గోరును,narasimha_satakam
966,నయనముల్ నీదర్శ - నంబు గోరు,narasimha_satakam
967,మూర్ధమ్ము నీపద - మ్ముల మ్రొక్కగా గోరు,narasimha_satakam
968,నాత్మ నీదై యుండు - నరసి చూడ,narasimha_satakam
969,తే. స్వప్నమున నైన నేవేళ - సంతతమును,narasimha_satakam
970,బుద్ధి నీ పాదములయందు - బూనియుండు.,narasimha_satakam
971,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
972,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
973,సీ. పద్మాక్ష! మమతచే - బరము నందెద మంచు,narasimha_satakam
974,విఱ్ఱవీగుదుమయ్య - వెఱ్ఱిపట్టి,narasimha_satakam
975,మాస్వతంత్రంబైన - మదము గండ్లకు గప్పి,narasimha_satakam
976,మొగము పట్టదు కామ - మోహమునను,narasimha_satakam
977,బ్రహ్మదేవుండైన - బైడిదేహము గల్గ,narasimha_satakam
978,జేసివేయక మమ్ము - జెఱిచె నతడు,narasimha_satakam
979,తుచ్ఛమైనటువంటి - తో లెమ్ముకలతోడి,narasimha_satakam
980,ముఱికి చెత్తలు చేర్చి - మూట కట్టె,narasimha_satakam
981,తే. నీ శరీరాలు పడిపోవు - టెఱుగ కేము,narasimha_satakam
982,కాముకుల మైతి మిక మిమ్ము - గానలేము.,narasimha_satakam
983,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
984,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
985,సీ. గరుడవాహన! దివ్య - కౌస్తుభాలంకార!,narasimha_satakam
986,రవికోటితేజ! సా - రంగవదన!,narasimha_satakam
987,మణిగణాన్విత! హేమ - మకుటాభరణ! చారు,narasimha_satakam
988,మకరకుండల! లస - న్మందహాస!,narasimha_satakam
989,కాంచనాంబర! రత్న - కాంచివిభూషిత!,narasimha_satakam
990,సురవరార్చిత! చంద్ర - సూర్యనయన!,narasimha_satakam
991,కమలనాభ! ముకుంద! - గంగాధరస్తుత!,narasimha_satakam
992,రాక్షసాంతక! నాగ - రాజశయన!,narasimha_satakam
993,తే. పతితపావన! లక్షీశ! - బ్రహ్మజనక!,narasimha_satakam
994,భక్తవత్సల! సర్వేశ! - పరమపురుష!,narasimha_satakam
995,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
996,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
997,సీ. పలుమాఱు దశరూప - ములు దరించితి వేల?,narasimha_satakam
998,యేకరూపము బొంద - వేల నీవు?,narasimha_satakam
999,నయమున క్షీరాబ్ధి - నడుమ జేరితి వేల?,narasimha_satakam
1000,రత్నకాంచన మంది - రములు లేవె?,narasimha_satakam
1001,పన్నగేంద్రునిమీద - బవ్వళించితి వేల?,narasimha_satakam
1002,జలతారుపట్టెమం - చములు లేవె?,narasimha_satakam
1003,ఱెక్కలు గలపక్షి - నెక్కసాగితి వేల?,narasimha_satakam
1004,గజతురంగాందోళి - కములు లేవె?,narasimha_satakam
1005,తే. వనజలోచన! యిటువంటి - వైభవములు,narasimha_satakam
1006,సొగసుగా నీకు దోచెనో - సుందరాంగ?,narasimha_satakam
1007,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1008,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1009,సీ. తిరుపతి స్థలమందు - దిన్నగా నే నున్న,narasimha_satakam
1010,వేంకటేశుడు మేత - వేయలేడొ?,narasimha_satakam
1011,పురుషోత్తమమున కే - బోయినజాలు జ,narasimha_satakam
1012,గన్నాథు డన్నంబు - గడపలేడొ?,narasimha_satakam
1013,శ్రీరంగమునకు నే - జేర బోయిన జాలు,narasimha_satakam
1014,స్వామి గ్రాసము బెట్టి - సాకలేడొ?,narasimha_satakam
1015,కాంచీపురములోన - గదిసి నే గొలువున్న,narasimha_satakam
1016,గరివరదుడు పొట్ట - గడపలేడొ?,narasimha_satakam
1017,తే. యెందు బోవక నేను నీ - మందిరమున,narasimha_satakam
1018,నిలిచితిని నీకు నామీద - నెనరు లేదు.,narasimha_satakam
1019,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1020,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1021,సీ. తార్క్ష్యవాహన! నీవు - దండిదాత వటంచు,narasimha_satakam
1022,గోరి వేడుక నిన్ను - గొల్వవచ్చి,narasimha_satakam
1023,యర్థిమార్గమును నే - ననుసరించితినయ్య,narasimha_satakam
1024,లావైన బదునాల్గు - లక్ష లైన,narasimha_satakam
1025,వేషముల్ వేసి నా - విద్యాప్రగల్భత,narasimha_satakam
1026,జూపసాగితి నీకు - సుందరాంగ!,narasimha_satakam
1027,యానంద మైన నే - నడుగ వచ్చిన దిచ్చి,narasimha_satakam
1028,వాంఛ దీర్పుము - నీలవర్ణ! వేగ,narasimha_satakam
1029,తే. నీకు నావిద్య హర్షంబు - గాక యున్న,narasimha_satakam
1030,తేపతేపకు వేషముల్ - దేను సుమ్మి.,narasimha_satakam
1031,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1032,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1033,సీ. అమరేంద్రవినుత! నే - నతిదురాత్ముడ నంచు,narasimha_satakam
1034,గలలోన నైనను - గనుల బడవు,narasimha_satakam
1035,నీవు ప్రత్యక్షమై - నిలువకుండిన మానె,narasimha_satakam
1036,దొడ్డగా నొక యుక్తి - దొరకెనయ్య!,narasimha_satakam
1037,గట్టికొయ్యను దెచ్చి - ఘనముగా ఖండించి,narasimha_satakam
1038,నీస్వరూపము చేసి - నిలుపుకొంచు,narasimha_satakam
1039,ధూప దీపము లిచ్చి - తులసితో బూజించి,narasimha_satakam
1040,నిత్యనైవేద్యముల్ - నేమముగను,narasimha_satakam
1041,తే. నడుపుచును నిన్ను గొలిచెద - నమ్మి బుద్ధి,narasimha_satakam
1042,నీ ప్రపంచంబు గలుగు నా - కింతె చాలు.,narasimha_satakam
1043,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1044,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1045,సీ. భువనేశ! గోవింద! - రవికోటిసంకాశ!,narasimha_satakam
1046,పక్షివాహన! భక్త - పారిజాత!,narasimha_satakam
1047,యంభోజభవ రుద్ర - జంభారిసన్నుత!,narasimha_satakam
1048,సామగానవిలోల! - సారసాక్ష!,narasimha_satakam
1049,వనధిగంభీర! శ్రీ - వత్సకౌస్తుభవక్ష!,narasimha_satakam
1050,శంఖచక్రగదాసి - శార్జ్ఞహస్త!,narasimha_satakam
1051,దీనరక్షక! వాసు - దేవ! దైత్యవినాశ!,narasimha_satakam
1052,నారదార్చిత! దివ్య - నాగశయన!,narasimha_satakam
1053,తే. చారు నవరత్నకుండల - శ్రవణయుగళ!,narasimha_satakam
1054,విబుధవందిత పాదబ్జ! - విశ్వరూప!,narasimha_satakam
1055,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1056,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1057,సీ. నాగేంద్రశయన! నీ - నామమాధుర్యంబు,narasimha_satakam
1058,మూడుకన్నుల సాంబ - మూర్తి కెఱుక,narasimha_satakam
1059,పంకజాతాక్ష! నీ - బలపరాక్రమ మెల్ల,narasimha_satakam
1060,భారతీపతి యైన - బ్రహ్మ కెఱుక,narasimha_satakam
1061,మధుకైటభారి! నీ - మాయాసమర్థత,narasimha_satakam
1062,వసుధలో బలిచక్ర - వర్తి కెఱుక,narasimha_satakam
1063,పరమాత్మ! నీ దగు - పక్షపాతిత్వంబు,narasimha_satakam
1064,దశశతాక్షుల పురం - దరుని కెఱుక,narasimha_satakam
1065,తే. వీరి కెఱుకగు నీకథల్ - వింత లెల్ల,narasimha_satakam
1066,నరుల కెఱు కన్న నెవరైన - నవ్విపోరె?,narasimha_satakam
1067,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1068,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1069,సీ. అర్థు లేమైన ని - న్నడుగవచ్చెద రంచు,narasimha_satakam
1070,క్షీరసాగరమందు - జేరినావు,narasimha_satakam
1071,నీచుట్టు సేవకుల్ - నిలువకుండుటకునై,narasimha_satakam
1072,భయదసర్పముమీద - బండినావు,narasimha_satakam
1073,భక్తబృందము వెంట - బడి చరించెద రంచు,narasimha_satakam
1074,నెగసి పోయెడిపక్షి - నెక్కినావు,narasimha_satakam
1075,దాసులు నీద్వార - మాసింపకుంటకు,narasimha_satakam
1076,మంచి యోధుల కావ - లుంచినావు,narasimha_satakam
1077,తే. లావు గలవాడ వైతి వే - లాగు నేను,narasimha_satakam
1078,నిన్ను జూతును నాతండ్రి! - నీరజాక్ష!,narasimha_satakam
1079,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1080,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1081,సీ. నీకథల్ చెవులలో - సోకుట మొదలుగా,narasimha_satakam
1082,బులకాంకురము మెన - బుట్టువాడు,narasimha_satakam
1083,నయమైన నీ దివ్య - నామకీర్తనలోన,narasimha_satakam
1084,మగ్నుడై దేహంబు - మఱచువాడు,narasimha_satakam
1085,ఫాలంబుతో నీదు - పాదయుగ్మమునకు,narasimha_satakam
1086,బ్రేమతో దండ మ - ర్పించువాడు,narasimha_satakam
1087,హా పుండరీకాక్ష! - హా రామ! హరి! యంచు,narasimha_satakam
1088,వేడ్కతో గేకలు - వేయువాడు,narasimha_satakam
1089,తే. చిత్తకమలంబునను నిన్ను - జేర్చువాడు,narasimha_satakam
1090,నీదులోకంబునం దుండు - నీరజాక్ష!,narasimha_satakam
1091,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1092,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1093,సీ. నిగమగోచర నేను నీకు మెప్పగునట్లు,narasimha_satakam
1094,లెస్సగాఁ బూజింపలేను సుమ్మి,narasimha_satakam
1095,నాకుఁ దోఁచిన భూషణములు పెట్టెదనన్నఁ,narasimha_satakam
1096,గౌస్తుభమణి నీకుఁ గలదు ముందె,narasimha_satakam
1097,భక్ష్యభోజ్యముల నర్పణముఁ జేసెద నన్న,narasimha_satakam
1098,నీవు పెట్టితి సుధ నిర్జరులకుఁ,narasimha_satakam
1099,గలిమికొలదిగఁ గానుకల నొసంగెద నన్న,narasimha_satakam
1100,భార్గవీదేవి నీ భార్యయయ్యె,narasimha_satakam
1101,తే. నన్ని గలవాఁడ వఖిల లోకాధిపతివి!,narasimha_satakam
1102,నీకు సొమ్ములు పెట్ట నేనెంతవాఁడ!,narasimha_satakam
1103,భూషణవికాస! శ్రీధర్మపురనివాస!,narasimha_satakam
1104,దుష్టసంహార! నరసింహ దురితదూర!,narasimha_satakam
1105,సీ. నవ సరోజదళాక్ష! నన్నుఁ బోషించెడు,narasimha_satakam
1106,దాతవు నీవంచు ధైర్యపడితి,narasimha_satakam
1107,నా మనంబున నిన్ను నమ్మినందుకుఁ దండ్రి!,narasimha_satakam
1108,మేలు నా కొనరింపు నీలదేహ!,narasimha_satakam
1109,భళిభళీ! నీ యంత ప్రభువు నెక్కడఁ జూడఁ,narasimha_satakam
1110,బుడమిలో నీ పేరు పొగడవచ్చు,narasimha_satakam
1111,ముందుఁ జేసిన పాపమును నశింపఁగఁ జేసి,narasimha_satakam
1112,నిర్వహింపుము నన్ను నేర్పుతోడఁ,narasimha_satakam
1113,తే. బరమ సంతోషమాయె నా ప్రాణములకు,narasimha_satakam
1114,నీ ఋణము దీర్చుకొననేర నీరజాక్ష!,narasimha_satakam
1115,భూషణవికాస! శ్రీధర్మపురనివాస!,narasimha_satakam
1116,దుష్టసంహార! నరసింహ దురితదూర!,narasimha_satakam
1117,సీ. ఫణుల పుట్టల మీఁదఁ బవ్వళించిన యట్లు,narasimha_satakam
1118,పులుల గుంపునఁ జేరఁబోయిన యట్లు,narasimha_satakam
1119,మకరి వర్గంబున్న మడుఁగుఁ జొచ్చినయట్లు,narasimha_satakam
1120,గంగ దాపున నిండ్లు గట్టినట్లు చెదల భూమిని చెరగు చాఁప బఱచినయట్లు,narasimha_satakam
1121,ఓటిబిందెలఁ బాల నునిచినట్లు,narasimha_satakam
1122,వెఱ్ఱివానికిఁ బహువిత్త మిచ్చినయట్లు,narasimha_satakam
1123,కమ్మగుడిసె మందుఁ గాల్చినట్లు,narasimha_satakam
1124,తే. స్వామి నీ భక్తవరులు దుర్జనులతోడఁ,narasimha_satakam
1125,జెలిమిఁ జేసిన యట్లైనఁ జేటు వచ్చు,narasimha_satakam
1126,భూషణవికాస! శ్రీధర్మపురనివాస!,narasimha_satakam
1127,దుష్టసంహార! నరసింహ దురితదూర!,narasimha_satakam
1128,సీ. దనుజసంహార! చక్ర - ధర! నీకు దండంబు,narasimha_satakam
1129,లిందిరాధిప! నీకు - వందనంబు,narasimha_satakam
1130,పతితపావన! నీకు - బహునమస్కారముల్,narasimha_satakam
1131,నీరజాతదళాక్ష! - నీకు శరణు,narasimha_satakam
1132,వాసవార్చిత! మేఘ - వర్ణ! నీకు శుభంబు,narasimha_satakam
1133,మందరధర! నీకు - మంగళంబు,narasimha_satakam
1134,కంబుకంధర! శార్జ్గ - కర! నీకు భద్రంబు,narasimha_satakam
1135,దీనరక్షక! నీకు - దిగ్విజయము,narasimha_satakam
1136,తే. సకలవైభవములు నీకు - సార్వభౌమ!,narasimha_satakam
1137,నిత్యకల్యాణములు నగు - నీకు నెపుడు.,narasimha_satakam
1138,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1139,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1140,సీ. మత్స్యావతార మై - మడుగులోపల జొచ్చి,narasimha_satakam
1141,సోమకాసురు ద్రుంచి - చోద్యముగను,narasimha_satakam
1142,దెచ్చి వేదము లెల్ల - మెచ్చ దేవతలెల్ల,narasimha_satakam
1143,బ్రహ్మ కిచ్చితి వీవు - భళి! యనంగ,narasimha_satakam
1144,నా వేదముల నియ్య - నాచారనిష్ఠల,narasimha_satakam
1145,ననుభవించుచు నుందు - రవనిసురులు,narasimha_satakam
1146,సకలపాపంబులు - సమసిపోవు నటంచు,narasimha_satakam
1147,మనుజు లందఱు నీదు - మహిమ దెలిసి,narasimha_satakam
1148,తే. యుందు రరవిందనయన! నీ - యునికి దెలియు,narasimha_satakam
1149,వారలకు వేగ మోక్షంబు - వచ్చు ననఘ!,narasimha_satakam
1150,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1151,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1152,సీ. కూర్మావతారమై - కుధరంబుక్రిందను,narasimha_satakam
1153,గోర్కితో నుండవా - కొమరు మిగుల?,narasimha_satakam
1154,వరహావతారమై - వనభూములను జొచ్చి,narasimha_satakam
1155,శిక్షింపవా హిర - ణ్యాక్షు నపుడు?,narasimha_satakam
1156,నరసింహమూర్తివై - నరభోజను హిరణ్య,narasimha_satakam
1157,కశిపుని ద్రుంపవా - కాంతి మీఱ?,narasimha_satakam
1158,వామనరూపమై - వసుధలో బలిచక్ర,narasimha_satakam
1159,వర్తి నఱంపవా - వైర ముడిగి?,narasimha_satakam
1160,తే. యిట్టి పను లెల్ల జేయగా - నెవరికేని,narasimha_satakam
1161,తగునె నరసింహ! నీకిది - దగును గాక!,narasimha_satakam
1162,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1163,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1164,సీ. లక్ష్మీశ! నీదివ్య - లక్షణగుణముల,narasimha_satakam
1165,వినజాల కెప్పుడు - వెఱ్ఱినైతి,narasimha_satakam
1166,నా వెఱ్ఱిగుణములు - నయముగా ఖండించి,narasimha_satakam
1167,నన్ను రక్షింపు మో - నళిననేత్ర!,narasimha_satakam
1168,నిన్ను నే నమ్మితి - నితరదైవముల నే,narasimha_satakam
1169,నమ్మలే దెప్పుడు - నాగశయన!,narasimha_satakam
1170,కాపాడినను నీవె - కష్టపెట్టిన నీవె,narasimha_satakam
1171,నీపాదకమలముల్ - నిరత మేను,narasimha_satakam
1172,తే. నమ్మియున్నాను నీపాద - నళినభక్తి,narasimha_satakam
1173,వేగ దయచేసి రక్షింపు - వేదవేద్య!,narasimha_satakam
1174,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1175,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1176,సీ. అమరేంద్రవినుత! ని - న్ననుసరించినవారు,narasimha_satakam
1177,ముక్తి బొందిరి వేగ - ముదముతోను,narasimha_satakam
1178,నీపాదపద్మముల్ - నెఱ నమ్మియున్నాను,narasimha_satakam
1179,నాకు మోక్షం బిమ్ము - నళిననేత్ర!,narasimha_satakam
1180,కాచి రక్షించు నన్ - గడతేర్చు వేగమే,narasimha_satakam
1181,నీ సేవకుని జేయు - నిశ్చలముగ,narasimha_satakam
1182,గాపాడినను నీకు - గైంకర్యపరుడ నై,narasimha_satakam
1183,చెలగి నీపనులను - జేయువాడ,narasimha_satakam
1184,తే. ననుచు బలుమాఱు వేడెద - నబ్జనాభ!,narasimha_satakam
1185,నాకు బ్రత్యక్ష మగుము నిన్ - నమ్మినాను.,narasimha_satakam
1186,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1187,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1188,సీ. శేషప్ప యను కవి - చెప్పిన పద్యముల్,narasimha_satakam
1189,చెవుల కానందమై - చెలగుచుండు,narasimha_satakam
1190,నే మనుజుండైన - నెలమి నీ శతకంబు,narasimha_satakam
1191,భక్తితో విన్న స - త్ఫలము గలుగు,narasimha_satakam
1192,జెలగి యీ పద్యముల్ - చేర్చి వ్రాసినవారు,narasimha_satakam
1193,కమలాక్షుకరుణను - గాంతు రెపుడు,narasimha_satakam
1194,నింపుగా బుస్తకం - బెపుడు బూజించిన,narasimha_satakam
1195,దురితజాలంబులు - దొలగిపోవు,narasimha_satakam
1196,తే. నిద్ది పుణ్యాకరం బని - యెపుడు జనులు,narasimha_satakam
1197,గషట మెన్నక పఠియింప - గలుగు ముక్తి.,narasimha_satakam
1198,భూషణవికాస! శ్రీధర్మ - పురనివాస!,narasimha_satakam
1199,దుష్టసంహార! నరసింహ - దురితదూర!,narasimha_satakam
1,హర హర యెట్టికవితయొ,mrutyunjaya_siva_satakam
2,మఱిమఱినాలోని కోర్కి మనివి యొనర్పన్,mrutyunjaya_siva_satakam
3,గఱకఱకలమున నేడ్చెడుఁ,mrutyunjaya_siva_satakam
4,బఱపఱనాపదలఁ గోసి బ్రతికించు శివా!,mrutyunjaya_siva_satakam
5,ఊరులు పల్లెలు నారులు,mrutyunjaya_siva_satakam
6,చీరలు మఱిసకలమైన సిరులివి మేలా,mrutyunjaya_siva_satakam
7,యారూఢిగఁ జిరకాలము,mrutyunjaya_siva_satakam
8,నీరూపము జూచుకోర్కె నెగడించు శివా!,mrutyunjaya_siva_satakam
9,జోడుగఁ దోడుగ నీడగ,mrutyunjaya_siva_satakam
10,వేఁడుకతో శ్రుతుల మేళవించుచు నిన్నుం,mrutyunjaya_siva_satakam
11,బాడి కసి దీర్చుకొందుము,mrutyunjaya_siva_satakam
12,వేఁడెద మాజంటఁబెంచు పెక్కేండ్లు శివా!,mrutyunjaya_siva_satakam
13,పెక్కులు ప్రేలెదఁ ప్రతినలు,mrutyunjaya_siva_satakam
14,నొక్కటియున్నిలువ దందహో పౌరుషవా,mrutyunjaya_siva_satakam
15,క్కెక్కడ నాబ్రతుకెక్కడ,mrutyunjaya_siva_satakam
16,నక్క దివితలంబనాఁగ నగజేశ శివా!,mrutyunjaya_siva_satakam
17,జాలిగొను తల్లి పార్వతి!,mrutyunjaya_siva_satakam
18,యాలించుము జగముగన్న యమ్మా! స్థాణున్,mrutyunjaya_siva_satakam
19,మేలుకొలిపిమా జంటన్,mrutyunjaya_siva_satakam
20,బాలింపంబంపుమ నెదఁబాడెదను శివా!,mrutyunjaya_siva_satakam
21,నే బ్రతికిన సార్థకమే,mrutyunjaya_siva_satakam
22,మీ భుజములు కాళ్ళు కనులు మెడలేనట్లౌ,mrutyunjaya_siva_satakam
23,నా బ్రతుకు జంట నలరం,mrutyunjaya_siva_satakam
24,గాఁ బ్రోచిన నిన్నుఁ బాడి కడఁగందు శివా!,mrutyunjaya_siva_satakam
25,ఏదిర నీకుండిన యా,mrutyunjaya_siva_satakam
26,యౌదార్యము శాంభవీమనోంబుజమిత్రా,mrutyunjaya_siva_satakam
27,కాదననేలర తండ్రీ,mrutyunjaya_siva_satakam
28,మోదముతో మమ్ముఁ బ్రోవుమో సాంబశివా!,mrutyunjaya_siva_satakam
29,శారదశీతాతపహా,mrutyunjaya_siva_satakam
30,సా రవిచంద్రానలాక్ష చారు జటాజూ,mrutyunjaya_siva_satakam
31,టారోధిత దివ్యధునీ,mrutyunjaya_siva_satakam
32,పూర యశస్సాంద్ర ప్రోవుమోసాంబశివా!,mrutyunjaya_siva_satakam
33,బతిమాలుకొందుఁ దండ్రీ,mrutyunjaya_siva_satakam
34,క్షితిలో నీపేరు మిగులఁ జెప్పెదనన్నా,mrutyunjaya_siva_satakam
35,జతఁబెంచి పెద్దకాలము,mrutyunjaya_siva_satakam
36,శితికంఠా వేగమమ్ముఁ జేపట్టు శివా!,mrutyunjaya_siva_satakam
37,తాఁ గోతి మఱియు మత్తిలె,mrutyunjaya_siva_satakam
38,నాఁ గన్ననుబోఁటి వెఱ్ఱి నవ్వగనేలా,mrutyunjaya_siva_satakam
39,వేగంజంట నలర్చుము,mrutyunjaya_siva_satakam
40,నాగేంద్రవిభూష కావు నన్నభవశివా!,mrutyunjaya_siva_satakam
41,ధైర్యము దక్కితి స్రుక్కితి,mrutyunjaya_siva_satakam
42,శౌర్యంబెడఁబాసె నీదు సేవకుఁ దప్పన్,mrutyunjaya_siva_satakam
43,భావింపనన్యమెయ్యది,mrutyunjaya_siva_satakam
44,చేవలు చిగురించుమన్న శ్రీకంఠశివా!,mrutyunjaya_siva_satakam
45,సత్యము నీదగు రక్షణ,mrutyunjaya_siva_satakam
46,సత్యము నీభక్తులెల్ల సౌఖ్యము గొంటల్,mrutyunjaya_siva_satakam
47,సత్యంబీ శతకంబని,mrutyunjaya_siva_satakam
48,సత్యతనాయన్నఁ బ్రోవు సర్వేశ శివా!,mrutyunjaya_siva_satakam
1,"1. శా. శ్రీల న్మేలగు చేలల న్నగల నర్పింపంగలే, కింక నే వేళ న్నామతి శాంతి కడ్డముగ నావిర్భూత మౌచుండు ను ద్వేలాంతఃకరణప్రవృత్తులను భక్తి న్నీకు మత్తేభశా ర్ధూలాకారపుఁగాన్క బొమ్మలుగ నిత్తు న్రామచంద్రప్రభూ!",ramachandarprabhu_satakam
